SMILES,SMILES_state,Scaffold,R-groups,NLL
CCCCSOC(=O)Nc1c(N)cc(NC(=O)c2ccc(N)c(OC)c2)cc1N=Cc1cc(OC)ccc1NCc1ccc(C(=N)NS(=O)(=O)c2ccccc2NC(=O)OCCl)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],C(c1c(N*)ccc(OC)c1)=Nc1c(NC(OSCCCC)=O)c(N)cc(NC(=O)c2ccc(N)c(OC)c2)c1|O=S(*)(=O)c1ccccc1NC(OCCl)=O,62.18
N=C(N)NCCCC(CC=CCS)c1ccc(O)cc1,1,C(NC(=N)N)CCC([*])[*],*CC=CCS|c1(O)ccc(*)cc1,19.6
CCCCCC=CCC=CCC=CCC=CC(=O)NC(=N)c1ccc(NC(C)=O)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,C(C=CCC=CCC=CCC=CCCCCC)(*)=O|CC(=O)*,16.34
COc1ccc(N(CC(=O)OCCN(C)C)S(=O)(=O)Cc2c(NCc3ccc(C(=N)NC(N)=O)cc3)cccc2OC(=O)Nc2cccc(Cl)c2)c(OC)c1,1,N(C(c1ccc(C[*])cc1)=N)[*],C(OC(=O)CN(S(=O)(Cc1c(N*)cccc1OC(=O)Nc1cccc(Cl)c1)=O)c1c(OC)cc(OC)cc1)CN(C)C|O=C(*)N,51.93
N=C(Nc1ccccc1C(N)=NCCC(N)=NC=NC(N)C=Cc1cccc(N)c1)c1ccc(NC=O)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,C(N)(c1c(*)cccc1)=NCCC(=NC=NC(C=Cc1cc(N)ccc1)N)N|C(=O)*,38.93
CCC(Cc1ccc(C(=N)NC(=O)ON=Cc2cccc(OCc3ccccc3C(=O)O)c2)cc1)Cc1cc(OC(F)F)ccc1OCC(N)=O,1,N(C(c1ccc(C[*])cc1)=N)[*],C(CC)(*)Cc1c(OCC(N)=O)ccc(OC(F)F)c1|c1cc(C(=O)O)c(COc2cccc(C=NOC(*)=O)c2)cc1,51.15
Cc1ccc(C(CCCNC(=N)N)C2CCCCC2)cc1,1,C(NC(=N)N)CCC([*])[*],c1(*)ccc(C)cc1|C1C(*)CCCC1,10.38
CC(NC(=O)c1ccc(NC(=N)c2ccc(NC(=O)c3ccccc3)cc2)cc1)C(=N)N,1,[*]NC(c1ccc(N[*])cc1)=N,*c1ccc(C(NC(C(=N)N)C)=O)cc1|c1cccc(C(=O)*)c1,19.85
COC(=O)NC(=N)c1ccc(COc2cc(N(C)S(=O)(=O)c3c(C)cc(OC)cc3C)ccc2C)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],Cc1c(O*)cc(N(S(c2c(C)cc(OC)cc2C)(=O)=O)C)cc1|COC(=O)*,27.08
N=C(NC=O)c1ccc(NC=O)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,O=C*|O=C*,6.19
Cc1c(Cl)cccc1[N+](=O)C(N=C1SCC(=O)N(C)C1O)C(OCc1ccc(C(=N)NC(N)=O)cc1)c1ccccc1,1,N(C(c1ccc(C[*])cc1)=N)[*],[N+](C(C(O*)c1ccccc1)N=C1SCC(=O)N(C)C1O)(c1c(C)c(Cl)ccc1)=O|*C(N)=O,61.98
N=C(N)NCCCC(c1ccccc1)c1ccccc1,1,C(NC(=N)N)CCC([*])[*],c1c(*)cccc1|c1cccc(*)c1,7.27
CNC(=O)Nc1ccc(C(=N)NC=O)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,O=C*|*C(=O)NC,11.22
COc1ccc(C2C(N)=NC(N)=NCCCCC2NCc2ccc(C(=N)NS(=O)(=O)O)cc2)c(OC)c1,1,N(C(c1ccc(C[*])cc1)=N)[*],c1c(OC)ccc(C2C(N*)CCCCN=C(N)N=C2N)c1OC|O=S(=O)(*)O,36.88
N=C(N)NCCCC(Cc1ccccc1)Cc1ccc(O)cc1,1,C(NC(=N)N)CCC([*])[*],C(*)c1ccc(O)cc1|c1c(C*)cccc1,12.14
CC(=O)Nc1ccc(C(=N)Nc2ccc(C)cc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,Cc1ccc(*)cc1|O=C(C)*,9.62
Cc1cc(C)c(S(=O)(=O)NC(=N)c2ccc(CCCN3C(Cc4cc(Br)cc(C(N)=O)c4)CC(N=[N+]=[N-])CC3C(N)=O)cc2)c(C)c1,1,N(C(c1ccc(C[*])cc1)=N)[*],N1(CC*)C(C(=O)N)CC(N=[N+]=[N-])CC1Cc1cc(Br)cc(C(N)=O)c1|O=S(*)(c1c(C)cc(C)cc1C)=O,45.4
Cc1cc(C)c(O)c(CC(CCCNC(=N)N)C2CCCCC2)c1,1,C(NC(=N)N)CCC([*])[*],*Cc1cc(C)cc(C)c1O|C1CCC(*)CC1,17.68
N=C(NC(=O)C=C(C(=O)O)C(=O)O)c1ccc(Nc2ccc(F)cc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,C(=C(C(O)=O)C(=O)O)C(*)=O|c1(F)ccc(*)cc1,27.77
C[N+](C)(N)NC(=N)c1ccc(CC(Cl)Cl)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],C(Cl)(*)Cl|C[N+](*)(C)N,23.41
CNC(CC=C(C)CCC=C(C)C)CCCNC(=N)N,1,C(NC(=N)N)CCC([*])[*],C(C(=CC*)C)CC=C(C)C|N(*)C,15.59
N=C(NC(=O)CN=C(N)N)c1ccc(NC(=O)c2ccccc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,C(=O)(CN=C(N)N)*|*C(c1ccccc1)=O,14.23
N=C(NC(N)=O)c1ccc(CNc2nc(N)nc(NC(CO)Cc3ccccc3)c2C(N)=O)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],N(c1c(C(=O)N)c(N*)nc(N)n1)C(Cc1ccccc1)CO|C(=O)(*)N,26.38
N=C(N)NCCCC(Cc1ccccc1)c1ccc(C(=O)NCCC(N)=NC(N)N)cc1,1,C(NC(=N)N)CCC([*])[*],c1(*)ccc(C(NCCC(N)=NC(N)N)=O)cc1|c1(C*)ccccc1,21.89
N=C(NC(N)=O)c1ccc(NC=O)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,C(=O)(N)*|O=C*,10.61
CCN(Cc1ccc(C(=N)NC(=O)C=Cc2cccc(OCc3ccccc3)c2)cc1)c1cc(OCCNC(N)=O)c(CC(=O)Nc2ccccc2C)cc1NC(=O)NC(C)C,1,N(C(c1ccc(C[*])cc1)=N)[*],c1cc(NC(=O)Cc2cc(NC(NC(C)C)=O)c(N(CC)*)cc2OCCNC(=O)N)c(C)cc1|C(c1ccccc1)Oc1cccc(C=CC(*)=O)c1,57.54
N=C(NC(=O)c1ccccc1)c1ccc(NC(=O)c2ccccc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,C(c1ccccc1)(*)=O|O=C(*)c1ccccc1,11.33
CCS(=O)(=O)NC(=N)c1ccc(CN2CCN(c3cccc(CN(OC(=O)c4c(Cl)cccc4Cl)c4ccccc4OC)c3Br)CC2)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],C1CN(*)CCN1c1c(Br)c(CN(c2ccccc2OC)OC(=O)c2c(Cl)cccc2Cl)ccc1|O=S(CC)(=O)*,50.24
N=C(N)NCCCC(N)c1ccc(-c2ccccc2)cc1,1,C(NC(=N)N)CCC([*])[*],c1(-c2ccc(*)cc2)ccccc1|*N,11.49
CC(=O)Nc1ccc(C(=N)NC(=O)C(C)C)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,C(C(C)C)(=O)*|C(C)(=O)*,13.56
N=C(NC(N)=O)c1ccc(CNCC(=O)NN=C(N)c2ccc(Oc3ccccc3)cc2N)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],c1(C(=NNC(CN*)=O)N)ccc(Oc2ccccc2)cc1N|*C(=O)N,23.83
COc1ccc(S(=O)(=O)NC(=O)Cc2cccc(CCNC(=O)CCSC)c2)c(NC(CCCNC(=N)N)NS(C)(=O)=O)c1,1,C(NC(=N)N)CCC([*])[*],C(C(=O)NCCc1cc(CC(=O)NS(=O)(c2c(N*)cc(OC)cc2)=O)ccc1)CSC|S(C)(=O)(=O)N*,46.12
CC(=O)Nc1ccc(C(=N)NC=O)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,O=C*|CC(*)=O,6.49
N=C(NS(=O)(=O)c1ccccc1C(=O)NN)c1ccc(CC(F)(F)F)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],*C(F)(F)F|*S(=O)(=O)c1c(C(NN)=O)cccc1,23.1
N=C(N)NCCCC(CC(=O)NO)CC(=O)Nc1ccc2ccccc2c1,1,C(NC(=N)N)CCC([*])[*],C(=O)(C*)Nc1cc2ccccc2cc1|C(C(NO)=O)*,23.12
C=CC(=O)NC(=N)c1ccc(NC(=O)CCC(N)=NCCc2ccccc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,C(C(*)=O)=C|C(N=C(N)CCC(=O)*)Cc1ccccc1,23.74
CN1CCN(Cc2ccc(C(=N)NC(=O)Nc3ccccc3)cc2)CC1c1cc(NC(=O)c2cc(O)cc(O)c2)ccc1C(=O)O,1,N(C(c1ccc(C[*])cc1)=N)[*],c1c(C2CN(*)CCN2C)c(C(O)=O)ccc1NC(=O)c1cc(O)cc(O)c1|c1ccc(NC(*)=O)cc1,43.61
N=C(N)NCCCC(N)c1ccccc1,1,C(NC(=N)N)CCC([*])[*],c1ccc(*)cc1|*N,6.03
CC(=O)Nc1ccc(C(=N)Nc2ccc(C=CCC=CCOC(=O)N=C(CCCCN=C(N)N=C=N[N+]=[N-])C(N=[N+]=N)=NCCCN=C=N)c(C)c2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,C(CC(=NC(=O)OCC=CCC=Cc1ccc(*)cc1C)C(=NCCCN=C=N)N=[N+]=N)CCN=C(N)N=C=N[N+]=[N-]|CC(=O)*,53.62
CNC(=O)NC(=N)c1ccc(CCC(N)=NO[N+](=O)[O-])cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],O(N=C(C*)N)[N+]([O-])=O|*C(=O)NC,23.01
CC(=O)Nc1cccc(NC(CCCNC(=N)N)C(C)C)c1,1,C(NC(=N)N)CCC([*])[*],C(C)(C)*|N(*)c1cccc(NC(C)=O)c1,21.74
N=C(N)c1ccc(NC(=N)c2ccc(NC(=O)CC(=O)NN=Cc3ccc(C(=O)NN=C(N)N)cc3)cc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,c1cc(C(=N)N)ccc1*|O=C(CC(*)=O)NN=Cc1ccc(C(NN=C(N)N)=O)cc1,22.85
COc1ccc(Oc2ccccc2)c(NC(=O)NC(=N)c2ccc(CN3CCNCC3)cc2)c1,1,N(C(c1ccc(C[*])cc1)=N)[*],N1CCN(*)CC1|c1(NC(*)=O)c(Oc2ccccc2)ccc(OC)c1,24.52
CC(C)C(CCCNC(=N)N)c1ccccc1,1,C(NC(=N)N)CCC([*])[*],CC(C)*|c1ccccc1*,10.83
N=C(Nc1ccccc1)c1ccc(NC=O)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,c1(*)ccccc1|O=C*,8.34
N=C(NC(N)=O)c1ccc(CCCCNC(=O)OCc2ccccc2)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],C(NC(OCc1ccccc1)=O)CC*|C(*)(=O)N,19.68
CC1(C)CNC(NC(CCCNC(=N)N)Cc2ccc(O)cc2)=N1,1,C(NC(=N)N)CCC([*])[*],C1(C)(C)N=C(N*)NC1|c1(C*)ccc(O)cc1,22.08
CC(=O)Nc1ccc(C(=N)Nc2ccc(C(N)=NN=C=NC(N)=NC(=NC(=O)OCCN=C(N)N)OCc3ccccc3)cc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,c1cc(*)ccc1C(N)=NN=C=NC(=NC(OCc1ccccc1)=NC(OCCN=C(N)N)=O)N|O=C(*)C,29.1
COc1cc(CN(C)Cc2cc(CN=S(N)(=O)c3ccccc3)c(N)cc2OC)c(NC(=O)NCCCN(N)C(=O)CNCc2ccc(C(=N)NS(N)(=O)=O)cc2)cc1Br,1,N(C(c1ccc(C[*])cc1)=N)[*],O(c1c(Br)cc(NC(NCCCN(C(CN*)=O)N)=O)c(CN(C)Cc2cc(CN=S(N)(=O)c3ccccc3)c(N)cc2OC)c1)C|O=S(*)(=O)N,58.43
CC(C)CCCNC(=N)N,1,C(NC(=N)N)CCC([*])[*],C*|*C,5.84
N=C(NC=O)c1ccc(NC(=O)CC(C(=O)N=C(N)N)c2ccc(N=C(N)NS(=O)(=O)CCCCN=C(N)N)cc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,O=C*|c1cc(C(CC(=O)*)C(=O)N=C(N)N)ccc1N=C(N)NS(=O)(=O)CCCCN=C(N)N,28.84
CC(C)N=C(N)c1cccc(S(=O)(=O)NC(=O)c2cccc(CNC(CCCNC(=N)N)Cc3cccc(O)c3)c2)c1,1,C(NC(=N)N)CCC([*])[*],c1c(CN*)cc(C(NS(=O)(c2cc(C(N)=NC(C)C)ccc2)=O)=O)cc1|c1c(C*)cc(O)cc1,28.03
N=C(NC(N)=O)c1ccc(CN2CCCN(c3c(C(N)=O)cnc(NC4CSCCC4N)c3Cl)CC2)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],c1(NC2C(N)CCSC2)c(Cl)c(N2CCN(*)CCC2)c(C(=O)N)cn1|O=C(*)N,36.05
CNC(CCCNC(=N)N)c1ccc(C(N)=NC(C)C)cc1,1,C(NC(=N)N)CCC([*])[*],N(*)C|*c1ccc(C(N)=NC(C)C)cc1,13.97
CC(=O)NC(=N)c1ccc(NC(=O)COc2ccc3ccccc3c2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,CC(=O)*|c1c2ccc(OCC(=O)*)cc2ccc1,17.43
N=C(NS(=O)(=O)c1ccccc1)c1ccc(CNCCCNc2cc(S(N)(=O)=O)ccc2N)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],c1(N)c(NCCCN*)cc(S(=O)(=O)N)cc1|O=S(c1ccccc1)(*)=O,26.19
N=C(N)NCCCC(CC(O)C(Cc1cccc(O)c1)NCC(N)=O)c1ccccc1,1,C(NC(=N)N)CCC([*])[*],c1c(*)cccc1|c1(CC(C(C*)O)NCC(=O)N)cc(O)ccc1,26.05
N=C(NC(N)=O)c1ccc(NC(=O)C2CCCCN2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,NC(*)=O|O=C(C1NCCCC1)*,15.72
Cc1cc(C(=O)O)ccc1Oc1ccc(NC(=O)NC(=N)c2ccc(CN)cc2)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],*N|c1(NC(=O)*)ccc(Oc2ccc(C(=O)O)cc2C)cc1,25.47
CC(=O)Nc1ccc(C(=N)NS(=O)(=O)C=Cc2ccccc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,S(*)(=O)(C=Cc1ccccc1)=O|C(C)(*)=O,14.63
N=C(NS(=O)(=O)c1cc(N)c([N+](=O)[O-])cc1[N+](=O)[O-])c1ccc(CNc2ccccc2Br)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],N(c1ccccc1Br)*|c1(S(=O)(*)=O)c([N+](=O)[O-])cc([N+](=O)[O-])c(N)c1,27.44
N=C(N)NCCCC(N)c1ccc(F)cc1,1,C(NC(=N)N)CCC([*])[*],c1cc(*)ccc1F|N*,10.02
CC(=O)Nc1ccc(C(=N)NC(=O)C=C(C(=O)O)c2ccc(N=C=S)cc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,*C(=O)C=C(C(=O)O)c1ccc(N=C=S)cc1|CC(=O)*,20.62
COC(=O)c1ccc(ONC(=N)c2ccc(COc3ccccc3N)cc2)cc1C,1,N(C(c1ccc(C[*])cc1)=N)[*],c1ccc(N)c(O*)c1|*Oc1cc(C)c(C(=O)OC)cc1,30.53
COc1ccc(C(CCCNC(=N)N)Cc2ccc(Cl)c(Cl)c2)cc1C(CC(C)C)NC(=O)C1NCC1N,1,C(NC(=N)N)CCC([*])[*],C(CC(C)C)(c1c(OC)ccc(*)c1)NC(C1NCC1N)=O|c1(C*)ccc(Cl)c(Cl)c1,34.09
N=C(NC(=O)CCCCN=C(N)N)c1ccc(Nc2ccc(C(=O)N[SH](=N)=NC(=O)c3ccc(N)cc3)cc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,C(N=C(N)N)CCCC(=O)*|c1cc(*)ccc1C(NS(=NC(c1ccc(N)cc1)=O)=N)=O,30.97
CC(C)(C)NCc1ccc(C(=N)NC(=O)NC(N)=N[N+](=O)[O-])cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],CC(C)(N*)C|O=C(NC(=N[N+](=O)[O-])N)*,22.98
N=C(N)NCCCC(Cc1ccc(O)cc1)c1ccc(O)cc1,1,C(NC(=N)N)CCC([*])[*],*c1ccc(O)cc1|c1(C*)ccc(O)cc1,10.74
N=C(N)NCC=CC(=O)NC(=N)c1ccc(NCCO)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,N=C(N)NCC=CC(=O)*|C(O)C*,22.24
COC(=O)NC(=N)c1ccc(CNc2cc(C(N)=O)c(OC3CCN(C(C)=N)CC3)cc2C(=O)Oc2cc(C(=O)O)ccc2OC(=O)CCl)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],c1c(N*)c(C(Oc2c(OC(CCl)=O)ccc(C(=O)O)c2)=O)cc(OC2CCN(C(=N)C)CC2)c1C(N)=O|*C(=O)OC,50.1
CC(C)C(CCCNC(=N)N)C1CCC1,1,C(NC(=N)N)CCC([*])[*],C(*)(C)C|C1(*)CCC1,16.02
CC(=O)Nc1ccc(C(=N)NC(=O)C=CC(=O)O)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,O=C(C=CC(=O)*)O|O=C(*)C,10.18
CCOc1c(Br)cc(OCc2ccc(C(=N)NC(N)=O)cc2)cc1C(C)=NNC(=O)c1cc(OC)c(OC)cc1N,1,N(C(c1ccc(C[*])cc1)=N)[*],c1(C(NN=C(C)c2cc(O*)cc(Br)c2OCC)=O)c(N)cc(OC)c(OC)c1|C(N)(=O)*,38.26
CC(=O)Nc1ccc(C(=N)NC(=O)CN=C(N)C2CCCCC2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,NC(C1CCCCC1)=NCC(=O)*|C(C)(=O)*,18.57
CCc1ccc(C(=N)NC(=O)Nc2ccccc2OC)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],*C|O(c1ccccc1NC(=O)*)C,17.55
N=C(N)NCCCC(N)Cc1ccc(Cl)c(Cl)c1,1,C(NC(=N)N)CCC([*])[*],*N|c1c(C*)cc(Cl)c(Cl)c1,9.5
CCC=CC=CC=CC=CN=C1C=CC(=CC=NN=C(CCCCN=C(N)N)NC(=N)c2ccc(NC=O)cc2)C=C1,1,[*]NC(c1ccc(N[*])cc1)=N,NC(=NCCCCC(*)=NN=CC=C1C=CC(=NC=CC=CC=CC=CCC)C=C1)N|O=C*,34.22
Cc1ccc(C(=O)Oc2c(OCc3ccc(C(=N)NC(N)=O)cc3)ccc(OCCN)c2C(=O)NN)c(N)c1,1,N(C(c1ccc(C[*])cc1)=N)[*],C(COc1c(C(=O)NN)c(OC(c2c(N)cc(C)cc2)=O)c(O*)cc1)N|C(=O)(*)N,35.52
Cc1cc(O)cc(C)c1CC(=O)NCCC(CCCNC(=N)N)c1ccccc1,1,C(NC(=N)N)CCC([*])[*],C(C(=O)NCC*)c1c(C)cc(O)cc1C|c1ccc(*)cc1,17.06
C=CCOC(=O)C=Cc1ccc(NC(=N)c2ccc(NC(C)=O)cc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,c1c(*)ccc(C=CC(OCC=C)=O)c1|C(*)(=O)C,14.91
Cc1c(Cl)cccc1N=Nc1ccc(OCc2ccc(C(=N)NC(=O)OCc3ccccc3)cc2)c(C)c1C(=O)ONC(=O)c1ccc(NC(N)=S)c(N)c1,1,N(C(c1ccc(C[*])cc1)=N)[*],Cc1c(O*)ccc(N=Nc2c(C)c(Cl)ccc2)c1C(ONC(c1cc(N)c(NC(N)=S)cc1)=O)=O|O=C(*)OCc1ccccc1,49.79
Cc1ccc(C(CCCNC(=N)N)Cc2ccccc2)cc1,1,C(NC(=N)N)CCC([*])[*],c1c(C*)cccc1|Cc1ccc(*)cc1,11.27
N=C(Nc1ccccc1)c1ccc(NC(=O)c2ccccc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,c1c(*)cccc1|c1ccc(C(=O)*)cc1,10.46
Cc1ccccc1C(=O)Nn1c(N)c(S(=O)(=O)NC(=N)c2ccc(CN)cc2)c(=O)n(C)c1=O,1,N(C(c1ccc(C[*])cc1)=N)[*],*N|Cn1c(=O)c(S(*)(=O)=O)c(N)n(NC(c2ccccc2C)=O)c1=O,29.69
Cc1cc(C(CCCNC(=N)N)NS(C)(=O)=O)cc(S(N)(=O)=O)c1O,1,C(NC(=N)N)CCC([*])[*],N(*)S(C)(=O)=O|c1c(*)cc(C)c(O)c1S(=O)(N)=O,24.46
N=C(N)NCCCC(Cc1ccc(O)c(CN=C(N)N)c1)c1ccccc1,1,C(NC(=N)N)CCC([*])[*],c1c(*)cccc1|*Cc1ccc(O)c(CN=C(N)N)c1,16.23
CC(=O)Nc1ccc(C(=N)Nc2ccc(C(N)=NC=NCCN=C(N)N)cc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,C(N=C(c1ccc(*)cc1)N)=NCCN=C(N)N|CC(=O)*,17.72
CCc1c(C=O)c(OC)cc(CNCc2ccc(C(=N)NC(=O)c3cccc(N(C)C)c3)cc2)c1OC,1,N(C(c1ccc(C[*])cc1)=N)[*],C(c1c(CC)c(OC)c(CN*)cc1OC)=O|N(C)(C)c1cccc(C(=O)*)c1,33.81
CC(=O)Nc1ccc(C(=N)NC(=O)OC2C=CC(C(=N)N)=CC2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,O(C1CC=C(C(=N)N)C=C1)C(*)=O|O=C(C)*,21.27
N=C(NS(=O)(=O)c1cccc(NC(=O)OCCN=C(N)N)c1)c1ccc(Cc2ccccc2CNCc2cccc3ccccc23)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],c1cccc(*)c1CNCc1cccc2ccccc12|c1(S(*)(=O)=O)cccc(NC(=O)OCCN=C(N)N)c1,34.66
CC(C)Cc1ccc(-c2cc(C(CCCNC(=N)N)NCC(N)=NO)ccc2CC(C)C)cc1,1,C(NC(=N)N)CCC([*])[*],c1(*)ccc(CC(C)C)c(-c2ccc(CC(C)C)cc2)c1|N(=C(N)CN*)O,39.98
CC(=O)Nc1ccc(C(=N)NC(=O)C(N)Cc2ccc(N)cc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,c1cc(CC(N)C(=O)*)ccc1N|CC(*)=O,15.32
CCSN(N)CCCCNc1c(NCCCCc2ccc(C(=N)NC(N)=O)cc2)nc(OC)nc1NCc1ccccc1,1,N(C(c1ccc(C[*])cc1)=N)[*],*CCCNc1c(NCCCCN(SCC)N)c(NCc2ccccc2)nc(OC)n1|C(=O)(*)N,43.1
COC(=O)c1cccc(S(=O)(=O)NC(=N)c2ccc(CCC(=O)Oc3ccc(F)cc3CN3CCN(C(=O)OC(C)(C)C)CC3)cc2)c1,1,N(C(c1ccc(C[*])cc1)=N)[*],C1N(Cc2cc(F)ccc2OC(=O)C*)CCN(C(OC(C)(C)C)=O)C1|c1(S(=O)(=O)*)cccc(C(OC)=O)c1,38.22
CNC(C)CCCNC(=N)N,1,C(NC(=N)N)CCC([*])[*],C*|N(*)C,7.3
CCC(=O)Nc1ccc(C(=N)Nc2ccc(C(=O)NS(C=Cc3cccc(N)c3)=NCc3ccccc3)cc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,*c1ccc(C(NS(C=Cc2cccc(N)c2)=NCc2ccccc2)=O)cc1|CCC(*)=O,33.62
COc1ccc(N)cc1S(=O)(=O)NC(=N)c1ccc(CN2CCN(c3ccc4ccccc4c3)CC2)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],C1N(c2cc3c(cccc3)cc2)CCN(*)C1|c1c(S(=O)(*)=O)c(OC)ccc1N,25.02
N#Cc1ccc(CC(CCCNC(=N)N)Cc2cccc(C(=O)NCCN=C(N)N)c2)c(Cl)c1,1,C(NC(=N)N)CCC([*])[*],c1(C*)cc(C(NCCN=C(N)N)=O)ccc1|Clc1c(C*)ccc(C#N)c1,32.66
N=C(Nc1ccc(C(N)=NC=CC(N)=NC(=S)CCl)cc1)c1ccc(NC(=O)CCc2ccccc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,*c1ccc(C(N)=NC=CC(=NC(CCl)=S)N)cc1|c1ccccc1CCC(=O)*,29.08
N=C(NN)c1ccc(CN2CCN(CCO)CC(Cc3ccccc3)C2)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],C1(Cc2ccccc2)CN(CCO)CCN(*)C1|*N,26.75
N=C(N)NCCCC(N)c1ccc(Cl)cc1,1,C(NC(=N)N)CCC([*])[*],c1cc(Cl)ccc1*|N*,9.01
C=CCNC(=NCCNC(=N)c1ccc(NC(=O)CCl)cc1)c1ccccc1,1,[*]NC(c1ccc(N[*])cc1)=N,C(c1ccccc1)(=NCC*)NCC=C|*C(CCl)=O,19.77
Cc1cccc(OCc2ccc(C(=N)NC(=O)N=C(N)N)cc2)c1C,1,N(C(c1ccc(C[*])cc1)=N)[*],*Oc1c(C)c(C)ccc1|C(N)(=NC(*)=O)N,20.55
N=C(N)NCCCC(N)CC(N)=O,1,C(NC(=N)N)CCC([*])[*],*N|C(=O)(C*)N,9.52
CC(C)c1ccc(C(=O)Nc2ccc(C(=N)Nc3ccc(Cl)cc3)cc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,c1c(*)ccc(Cl)c1|CC(c1ccc(C(*)=O)cc1)C,21.8
N=C(NS(=O)(=O)c1ccccc1)c1ccc(CN2CCC(Oc3nc(N)nc(N)c3C(N)=O)CC2)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],c1(OC2CCN(*)CC2)c(C(N)=O)c(N)nc(N)n1|c1c(S(*)(=O)=O)cccc1,21.66
CC(=O)Nc1ccc(C(=N)Nc2ccc(N)cc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,c1c(N)ccc(*)c1|O=C(C)*,10.86
CNC(=O)NC(=N)c1ccc(COc2cc(N)c(NS(=O)(=O)O)cc2C(=O)Nc2cc(Cl)cc(Cl)c2C(=O)OCc2ccccc2)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],S(Nc1c(N)cc(O*)c(C(=O)Nc2c(C(OCc3ccccc3)=O)c(Cl)cc(Cl)c2)c1)(O)(=O)=O|O=C(NC)*,43.5
CC(C)Cc1cc(C(N)CCCNC(=N)N)ccc1O,1,C(NC(=N)N)CCC([*])[*],*c1cc(CC(C)C)c(O)cc1|*N,10.8
N=C=NCC=CC(=O)Nc1ccc(C(=N)Nc2ccccc2C(N)=O)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,O=C(c1c(*)cccc1)N|C(*)(C=CCN=C=N)=O,22.74
CCCc1cc(O)c(CN=C(N)N)c(C(=O)O)c1NC(=O)Nc1ccc(Cc2ccc(C(=N)NC(=O)c3cccc(OCCNC)c3)cc2)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],c1(C(=O)O)c(NC(=O)Nc2ccc(*)cc2)c(CCC)cc(O)c1CN=C(N)N|N(C)CCOc1cccc(C(*)=O)c1,47.89
CNC(CCCNC(=N)N)C(C)C,1,C(NC(=N)N)CCC([*])[*],*C(C)C|CN*,10.05
