uniprot,gene,n_trials,n_distinct_ligands_available_in_pdb,n_duplicate_entries_collapsed,median_resolution,mean_n_observed_residues,mean_n_core_residues,n_trials_with_empty_core,n_lipid_class_instances_seen,mean_max_tanimoto,delta_consensus_minus_p2rank_primary,delta_consensus_minus_one_random_other_ligand_primary,consensus::precision,consensus::recall,consensus::f1,consensus::jaccard,consensus_size_matched::precision,consensus_size_matched::recall,consensus_size_matched::f1,consensus_size_matched::jaccard,p2rank_top1::precision,p2rank_top1::recall,p2rank_top1::f1,p2rank_top1::jaccard,p2rank_best_of_3::precision,p2rank_best_of_3::recall,p2rank_best_of_3::f1,p2rank_best_of_3::jaccard,null1_one_random_other_ligand::precision,null1_one_random_other_ligand::recall,null1_one_random_other_ligand::f1,null1_one_random_other_ligand::jaccard,null2_most_dissimilar_other_ligand::precision,null2_most_dissimilar_other_ligand::recall,null2_most_dissimilar_other_ligand::f1,null2_most_dissimilar_other_ligand::jaccard,buried::precision,buried::recall,buried::f1,buried::jaccard,buried_size_matched::precision,buried_size_matched::recall,buried_size_matched::f1,buried_size_matched::jaccard,buried_surface_size_matched::precision,buried_surface_size_matched::recall,buried_surface_size_matched::f1,buried_surface_size_matched::jaccard,random::precision,random::recall,random::f1,random::jaccard,random_size_matched::precision,random_size_matched::recall,random_size_matched::f1,random_size_matched::jaccard,union_all::precision,union_all::recall,union_all::f1,union_all::jaccard
P49841,GSK3B,25,91,0,2.08,17.24,8.8,0,0,0.2965765677302528,0.17011088194396856,0.2685133783468368,0.6311111111111112,0.2930346186321418,0.39823768506467155,0.29017747577499897,0.5842553411426072,0.5842553411426072,0.5842553411426072,0.5186460357756368,0.4610002291671426,0.6266315450974893,0.5168597752711337,0.42907684021399234,0.6852169303403656,0.8650045609705052,0.745159632276873,0.6146013157384679,0.36259773276427437,0.35974810945157054,0.35559338157247516,0.30629043734638073,0.1125,0.09938502673796791,0.10504784688995215,0.09353535353535353,0.013333333333333332,0.04,0.02,0.013333333333333332,0.013333333333333332,0.013333333333333332,0.013333333333333332,0.008,0.10384632417133427,0.10384632417133427,0.10384632417133427,0.057146476904147064,0.07187999999999999,0.06860295671783086,0.057762112767149515,0.033292640191190805,0.07471805544554902,0.07471805544554902,0.07471805544554902,0.04140543544056305,0.20130296863630195,0.882010878010878,0.326150987477666,0.20049382716049383
P14902,IDO1,26,57,0,2.1,19.53846153846154,13.0,0,0,0.500278751108448,0.5740199299660738,0.1978221964363881,0.9112426035502957,0.6428361066291424,0.7430936909464226,0.6085529222837406,0.8223155476637672,0.8223155476637672,0.8223155476637672,0.7105949329071805,0.337222673584222,0.57163245617259,0.4138949702441664,0.3219871713651213,0.4708225685213263,0.8704042725914652,0.5966626652536519,0.4541243936439008,0.7134204071139076,0.7130672809911635,0.6941051405978388,0.5518516916063244,0.7072373724380413,0.6242736491017525,0.6346946033901667,0.473051021320981,0.00591715976331361,0.0033475783475783475,0.004254079254079255,0.0021881163708086784,0.0048860398860398856,0.0048860398860398856,0.004886039886039887,0.002496812055178217,0.09273712227651831,0.09273712227651831,0.09273712227651831,0.04956073549921322,0.05550295857988166,0.03719078772734832,0.04393196358204446,0.023162503957575464,0.054446915618718686,0.054446915618718686,0.054446915618718686,0.028686216754997083,0.43144910644910645,0.988885349754915,0.5934010274058396,0.42905982905982903
Q9NWZ3,IRAK4,25,85,0,1.93,20.52,18.0,0,0,0.5149546171132141,0.7026067455935876,0.08653262590522637,0.9222222222222222,0.8152484732329934,0.8633857224337773,0.7632270164617991,0.8759771130142647,0.8759771130142647,0.8759771130142647,0.7814362687909601,0.21961547662863454,0.32396392496392495,0.25845289685433526,0.19727700002799517,0.475780180506265,0.6452580694159642,0.5402653766159005,0.43944227736149905,0.8356895963169958,0.8370617460540835,0.8315180226277833,0.7175814796187211,0.8570536635706913,0.746935721657084,0.795051096905202,0.6632230327060913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1419794450475565,0.1419794450475565,0.14197944504755652,0.07707353992990723,0.08673333333333322,0.07598303521727667,0.08078105149281349,0.043164165306673406,0.08691245069000483,0.08691245069000483,0.08691245069000483,0.04648605483041022,0.6396774193548387,0.9925518207282914,0.775804614673096,0.63625
P23458,JAK1,25,44,0,1.81,21.96,20.0,0,0,0.547986488067868,0.5435456909679213,0.0835423052321963,0.9159999999999999,0.8466006098078247,0.8758880537590069,0.7880205163707413,0.904674948673468,0.904674948673468,0.904674948673468,0.8346169533610854,0.3724543090320786,0.42239751988089597,0.3897799766055188,0.3009356564638469,0.7922114897897304,0.7385168436714271,0.7465257341129257,0.6118893130465579,0.8324576947678036,0.833383924533337,0.8253575957588662,0.7114071006793935,0.8595835689365101,0.8178932214682115,0.8294652146951672,0.7149314423707228,0.01,0.00831957671957672,0.009049011128409157,0.004629719956269447,0.009801058201058201,0.009801058201058201,0.009801058201058201,0.005004252732344245,0.16936097183304077,0.16936097183304077,0.16936097183304077,0.09356006529436892,0.08679999999999997,0.07891248996578566,0.08226282532940479,0.043862029585516805,0.08660966910477931,0.08660966910477931,0.08660966910477931,0.0462675504247262,0.5605974395448079,0.9898688290775247,0.7123517155803196,0.556923076923077
O60674,JAK2,24,133,0,1.5,19.5,4.166666666666667,14,0,0.33799316931041634,-0.5442552059256118,-0.3775757722686219,0.0,0.0,0.0,0.0,0.4100385116023156,0.4100385116023156,0.4100385116023156,0.2841595473649999,0.5442552059256118,0.786879712804383,0.6225905326467495,0.4839379042335243,0.5892080829097388,0.8645648979895681,0.6795308311542122,0.5271828537284738,0.3775757722686219,0.3789255610489984,0.3700780985574726,0.2993707934459024,0.3036433172302737,0.2705018543834333,0.2786575180628459,0.22528902522663863,0.0,0.0,0.0,0.0,0.0058754208754208765,0.0058754208754208765,0.0058754208754208765,0.0030098085745926275,0.10430985359899918,0.10430985359899918,0.10430985359899918,0.05648932956917561,0.07179999999999997,0.04529758734538819,0.054742438430024645,0.029238527959503956,0.07625723447097327,0.07625723447097327,0.07625723447097327,0.04068477165462018,0.2553059829557514,0.9790367449420653,0.4009075347071633,0.25333333333333335
P52333,JAK3,27,43,9,1.92,16.74074074074074,16.0,0,0,0.5273258726413519,0.36037000921313145,0.12332069331660822,0.8587962962962963,0.8149564820316454,0.8346249552910061,0.7641658116374318,0.8429301181752161,0.8429301181752161,0.8429301181752161,0.7803369520947782,0.49842628708316483,0.6973933232103166,0.5751848160567385,0.4647301884954627,0.6467377553292736,0.9017445698818247,0.744656147009551,0.6043261864842457,0.7354756029796881,0.7342474376114084,0.7318493234510053,0.6500556425391016,0.45841503267973854,0.45115121806298286,0.45309385570657035,0.3837565966348066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09316476309940362,0.09316476309940362,0.09316476309940362,0.04950104835080235,0.06837962962962964,0.06512840276402364,0.06654896177190801,0.03543499953980644,0.06723017209128318,0.06723017209128318,0.06723017209128318,0.03580152688628101,0.27306207437786384,0.9179485486675029,0.4202008149496734,0.27225471085120206
O60341,KDM1A,28,43,0,2.74,31.428571428571427,11.392857142857142,0,0,0.6424268842310743,0.33939841778646357,0.20993687844996922,0.8000541125541126,0.3761821128638475,0.45980810367634095,0.3203113092533121,0.7680219155050502,0.7680219155050502,0.7680219155050502,0.6827281246143749,0.46065569476764906,0.5319654515779331,0.4432632950349711,0.29851090142814357,0.6764542274949615,0.668872079097689,0.6195071067632886,0.4638411247194395,0.5901172341041434,0.5857831541502359,0.5191500203908076,0.4221063234651173,0.7974556489262372,0.2874449509486522,0.3914609093328628,0.24671492373928067,0.022727272727272728,0.005752646818493753,0.009177600996078549,0.004723043063379198,0.025115416765107586,0.025115416765107586,0.025115416765107586,0.012879014521662189,0.182763047491007,0.182763047491007,0.182763047491007,0.10648581972266227,0.04969426406926404,0.018587702524200223,0.02494173514931489,0.012957858438493623,0.05092584620994541,0.05092584620994541,0.05092584620994541,0.02666241242735606,0.4752117673992674,0.9948214285714286,0.6063856460783147,0.47456709956709947
P10721,KIT,25,44,0,1.8,22.32,18.4,0,0,0.5499393390931376,0.3677005309791687,0.07043980225539659,0.8061669213139802,0.6560295444025421,0.7176760350780975,0.5665938727987568,0.7967450085468392,0.7967450085468392,0.7967450085468392,0.6811082926983738,0.43846639033481144,0.3880564433278393,0.40815299649947534,0.3210010871548353,0.728945529358842,0.6493927358682506,0.6823156846009535,0.525597347844255,0.7357271190585836,0.7401220128278366,0.7334759011545721,0.60515840291467,0.7169389085361625,0.6487551258640504,0.6786982892198368,0.5215987619082731,0.0036363636363636364,0.0031384615384615388,0.0033687943262411344,0.0017206290471785384,0.0031384615384615388,0.0031384615384615388,0.0031384615384615388,0.0016006402561024409,0.14045494688377985,0.14045494688377985,0.14045494688377985,0.07704820009021775,0.08851991978609623,0.07253506791945236,0.07912721812873187,0.042160298616018596,0.0897211413559743,0.0897211413559743,0.0897211413559743,0.047988314825695585,0.4725024154589372,0.9904898103845471,0.6381300158409384,0.4706382978723404
Q02750,MAP2K1,23,50,0,2.13,19.17391304347826,11.782608695652174,0,0,0.4690021977675464,0.28475801373692716,0.19294913128554925,0.7507601094557615,0.45689312837145657,0.5644979654541644,0.4203499484850296,0.661713620094627,0.661713620094627,0.661713620094627,0.542867293764346,0.4660020957188344,0.6019079686783955,0.5109723480845444,0.3975291813052077,0.6632461664836478,0.7956940520256579,0.6961360477781117,0.5542342495626492,0.5578109781702123,0.5541922267292018,0.5490355440501359,0.4346090080839259,0.4622848024382552,0.5159264853840166,0.47748736333931197,0.3534166694669454,0.007905138339920948,0.003881987577639751,0.0052018633540372675,0.002681296922696147,0.007365822583213887,0.007365822583213887,0.007365822583213887,0.0038033194743156144,0.15063930177000578,0.15063930177000578,0.15063930177000578,0.08283629173820016,0.07183490422620853,0.04449581932515367,0.05461868016235185,0.028964865908786823,0.07097219755947372,0.07097219755947372,0.07097219755947372,0.03771843800455942,0.37182193321361845,0.983984898307149,0.5370357793587072,0.36913895993179874
Q92918,MAP4K1,25,44,0,1.786,20.12,20.0,0,0,0.49963510072740047,0.34228134425230616,0.05784355438312916,0.898,0.8942297307245484,0.8944903041066875,0.8134040654997176,0.8828815315044954,0.8828815315044954,0.8828815315044954,0.7937899016315493,0.5557186557476939,0.5853608329123203,0.5671610412451806,0.4910981275963538,0.8157795160671355,0.8680522316408706,0.836595547850419,0.72540222929176,0.8401564456168709,0.8432527487244812,0.8384754290551885,0.7280568521130535,0.8254451637114175,0.7857814224781515,0.8036981164054634,0.6757976805802892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19732037992369128,0.19732037992369128,0.19732037992369128,0.11111978649186499,0.08111999999999997,0.0804347387495321,0.08062655281605037,0.04299223629241693,0.0812590095715146,0.0812590095715146,0.0812590095715146,0.043351524102271145,0.6078494623655915,0.9923809523809524,0.7525234189660382,0.604848484848485
P28482,MAPK1,25,122,0,1.62,16.28,12.4,0,0,0.4027464990683955,0.2363095101812802,0.19644029379087724,0.7707692307692308,0.5849630839793312,0.6519412411777417,0.5326444858731304,0.7110413610798051,0.7110413610798051,0.7110413610798051,0.6054455930651084,0.5344597205879505,0.7325533029137148,0.610453461117951,0.4891731219541432,0.6580463997040414,0.8861570325174444,0.7336446334933338,0.5977376455264067,0.5743289369783535,0.5757962269957351,0.5515470589948857,0.4334857096770471,0.5046351981351981,0.4601833680430934,0.46716499858875493,0.3472288739002201,0.003333333333333333,0.0026666666666666666,0.002962962962962963,0.0015384615384615385,0.0026666666666666666,0.0026666666666666666,0.0026666666666666666,0.001379310344827586,0.060775067571635075,0.060775067571635075,0.060775067571635075,0.031941752563108855,0.05707179487179486,0.04482882261979058,0.04778558882123028,0.025313967711627798,0.05782112401785858,0.05782112401785858,0.05782112401785858,0.030880560403619133,0.28781745462114794,0.9272082443871917,0.4315315268498172,0.2850909090909091
P53779,MAPK10,23,61,0,2.0,19.956521739130434,18.391304347826086,0,3,0.5064705943862416,0.2804606917364353,0.07059139778723034,0.9060513602847698,0.8388455206010671,0.865679460964911,0.7724181099193536,0.9051192346162994,0.9051192346162994,0.9051192346162994,0.8358131574811508,0.6255906685483346,0.6430109489941844,0.6283576466601143,0.4957300101573932,0.6995408729333216,0.7003780987526386,0.6921406269648337,0.5487603131876962,0.8354599624975395,0.8386487321047937,0.8283545407780385,0.7178259220247077,0.7643265180910687,0.7750507153775485,0.7573957948362664,0.6189127780432129,0.024154589371980683,0.021172826664817512,0.022521982590632476,0.011561124127401963,0.021172826664817512,0.021172826664817512,0.021172826664817512,0.01085272127158408,0.07309022506142196,0.07309022506142196,0.07309022506142196,0.03858024831993926,0.06863208746503936,0.06373825343202767,0.06565792243999431,0.034782114727287115,0.07180844787543125,0.07180844787543125,0.07180844787543125,0.03820331235360084,0.5353025659931031,0.9836641461877756,0.689808194271834,0.5299647473560516
Q16539,MAPK14,29,212,1,1.7,19.137931034482758,10.413793103448276,0,0,0.38203488299352667,0.17477826455472623,0.2809648131373804,0.7401253918495299,0.37747340181417266,0.49452002953669044,0.36135879177106245,0.6047069359869617,0.6047069359869617,0.6047069359869617,0.49321482477864487,0.5653471272948036,0.5678008430960283,0.5596936567710304,0.4706594536121188,0.7425394751768066,0.729958752236696,0.7273446599029715,0.6158881187796049,0.45916057871214944,0.45527602902906494,0.4478681341422139,0.3434068497323089,0.3728357697958425,0.31054917598207876,0.33549347650195205,0.24132871368832784,0.00658307210031348,0.0043272481406355645,0.005206798310246586,0.002705570291777189,0.0043272481406355645,0.0043272481406355645,0.0043272481406355645,0.0022339927215075848,0.1033797487085626,0.1033797487085626,0.1033797487085626,0.055450642108701535,0.0634670846394984,0.035274307315126145,0.04397845636421011,0.02323838837856721,0.06234532518120645,0.06234532518120645,0.06234532518120645,0.0330625871739378,0.22307660518816025,0.9299928857484638,0.35730421377272586,0.22185292895720815
P08581,MET,25,94,0,1.67,20.56,13.4,0,0,0.4347673902250639,0.0729341224078065,0.22685104704100723,0.8243956043956043,0.5323127748651642,0.6410234873670128,0.4922780310855785,0.701483123144087,0.701483123144087,0.701483123144087,0.5628502233946634,0.7514614819877978,0.713898718715464,0.7276510988459931,0.6312156403693624,0.8300260752892332,0.7862723096977505,0.8003745882417515,0.6970439231976452,0.5975445573545971,0.5960728170710302,0.5879565953741431,0.46103529008054506,0.11097826086956522,0.09531874129768866,0.10250756302521008,0.07544257703081232,0.006153846153846154,0.0032666666666666664,0.004267425320056899,0.002192192192192192,0.007371929824561403,0.007371929824561403,0.007371929824561404,0.003774112467121586,0.1688062065119139,0.1688062065119139,0.1688062065119139,0.09506711475141855,0.07623956043956043,0.05029251404377019,0.05885268474302243,0.031236098890678476,0.07886995222096418,0.07886995222096418,0.07886995222096418,0.04215155151237563,0.3685903055714376,0.9472994987468673,0.527270643339644,0.36654545454545456
P16083,NQO2,24,49,1,1.53,7.041666666666667,6.416666666666667,0,0,0.44730196254444277,0.4787597864886195,0.16446097883597888,0.6884920634920636,0.6014880952380952,0.6361492673992674,0.5590608465608465,0.6695271164021164,0.6695271164021164,0.6695271164021164,0.6199945887445887,0.20973227700344407,0.580952380952381,0.3037543708685204,0.20357713543429992,0.35904811012829424,0.9109292328042328,0.5025703388511551,0.34553519700300894,0.5240310846560847,0.5190273644179895,0.5150157212391153,0.455102625962001,0.5425595238095239,0.5548941798941799,0.543772444875386,0.4902943121693122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07194113756613756,0.07194113756613756,0.07194113756613756,0.03885789706223143,0.04103174603174602,0.03771246693121693,0.038878777472527465,0.02129059135309135,0.04106960978835978,0.04106960978835978,0.04106960978835978,0.02253250516969557,0.2978151075977163,0.9600694444444443,0.45260625250602543,0.2952898550724638
Q96RI1,NR1H4,25,81,0,1.9,24.2,20.8,0,0,0.5919422060854395,0.4742045673498419,0.13345235837431468,0.8506753246753247,0.7263037810654002,0.7818868583253892,0.6593293015138133,0.8150736176367361,0.8150736176367361,0.8150736176367361,0.7126940916044364,0.3764707573254828,0.44345037618830724,0.4031673423938452,0.3496968204155111,0.8011857261123092,0.9249167207937823,0.8536758191598137,0.7489763172593605,0.71722296630101,0.7168744439637768,0.7146816059364085,0.582109998082024,0.507167701863354,0.461035549691022,0.47872053227907835,0.3194541449334462,0.005454545454545454,0.005220611916264091,0.0053151927437641725,0.0027180339985218038,0.011487200844022433,0.011487200844022433,0.011487200844022433,0.005865670981435101,0.25947619756555285,0.25947619756555285,0.25947619756555285,0.15192561178577768,0.11426727272727273,0.09860537848491673,0.10558121926375015,0.056844670743493274,0.11438270762886954,0.11438270762886954,0.11438270762886954,0.061829011442929405,0.39157178581351965,0.9791082418386766,0.5586568370850149,0.3888524590163934
O75469,NR1I2,27,56,2,2.14,18.14814814814815,15.407407407407407,0,0,0.3534232191687998,0.263114703800012,0.10575054734442835,0.7887345679012346,0.693403469149021,0.7218008073859054,0.5720418664597507,0.7680393522987237,0.7680393522987237,0.7680393522987237,0.6346875931466011,0.5256198641012226,0.818222082251449,0.6262018941981559,0.5092043109050387,0.6189492677754538,0.9550274612383689,0.7364487327058641,0.5976096132888357,0.6829840205568063,0.6804005473487358,0.6571241345992184,0.5046903409348399,0.710462257804879,0.6012396291785249,0.6270676850034874,0.4611499757392892,0.00941358024691358,0.009547859547859548,0.009272235198161125,0.004788648275238314,0.013944293018367093,0.013944293018367093,0.013944293018367093,0.007189096584773612,0.13678613090021335,0.13678613090021335,0.13678613090021335,0.07474923194929962,0.06739660493827163,0.05757885357551868,0.0607734374686602,0.0322922519857394,0.06705277356873604,0.06705277356873604,0.06705277356873604,0.03570113616102379,0.46345535819220024,0.9922085048010975,0.6218651668056282,0.46153846153846156
P04629,NTRK1,26,49,1,2.0229,20.423076923076923,14.423076923076923,0,0,0.440419132716484,0.09206736230962875,0.2244141663855842,0.780952380952381,0.5171328917843616,0.6196790501960432,0.48154775578688624,0.6831434972871341,0.6831434972871341,0.6831434972871341,0.5627558232365925,0.6888850186427522,0.8050961358785688,0.7349684849330738,0.6166453919333145,0.7108283384808088,0.806099480360174,0.7435906320167593,0.6271433480834445,0.5565382145667968,0.5532859545103759,0.5518903182369184,0.4380983021514059,0.15737208126224145,0.1691951101276044,0.16229399085989948,0.10943093052319809,0.002747252747252747,0.0015384615384615385,0.0019723865877712033,0.0010121457489878543,0.00336996336996337,0.00336996336996337,0.00336996336996337,0.0017230156602978904,0.1637575508716153,0.1637575508716153,0.1637575508716153,0.09092677410473658,0.08126923076923075,0.05844291351548436,0.06581948856493677,0.0350227211414943,0.08093212887613078,0.08093212887613078,0.08093212887613078,0.04327074922189034,0.34299416887315615,0.9870278510663126,0.5019451425429405,0.34093872229465444
P09874,PARP1,25,57,0,1.97,16.6,11.4,0,0,0.4476463906553565,0.47637966993271696,0.2031027745946864,0.89,0.6220887342791368,0.7234955656029168,0.5940434797400741,0.789923512332181,0.789923512332181,0.789923512332181,0.6774377004546508,0.41362033006728305,0.6641335881181082,0.5043662190919835,0.38222672291453336,0.5103335314768791,0.838463424947945,0.6265291224271069,0.47164653681710583,0.6868972254053136,0.6862735090245153,0.6743565599400715,0.5464726280468905,0.023157894736842106,0.024444444444444446,0.023783783783783784,0.016923076923076923,0.02,0.01561869417132575,0.017458300838946,0.009060791826309068,0.029133175561968132,0.029133175561968132,0.029133175561968132,0.015041039835409371,0.08949182568377616,0.08949182568377616,0.08949182568377616,0.04784245895587188,0.050781818181818164,0.035589188437981006,0.0411023589647713,0.02176254790411629,0.04908073275365843,0.04908073275365843,0.04908073275365843,0.02594539102169499,0.35959220108057316,0.9477339181286549,0.5172524296924427,0.3573333333333333
Q08499,PDE4A|PDE4B|PDE4C|PDE4D,26,112,0,1.55,15.153846153846153,14.0,0,0,0.4585004556018631,0.5109547941861623,0.19914346929730053,0.7362637362637362,0.6915660518333774,0.7079388620132631,0.6363755353693434,0.6823730781205776,0.6823730781205776,0.6823730781205776,0.5986539105228078,0.2253089420775739,0.463280839949392,0.3014034152536928,0.21258261162198538,0.401681383897122,0.8135741246660514,0.5343287350667701,0.3814725030017349,0.5371202669664357,0.5318947704738965,0.5260747900388543,0.44261736172034916,0.057692307692307696,0.04871794871794872,0.05271883289124668,0.04038461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06499311397501442,0.06499311397501442,0.06499311397501442,0.03446919822618417,0.051813186813186814,0.04801346152425278,0.04919344446279011,0.026048135947993694,0.0499080387326547,0.0499080387326547,0.0499080387326547,0.026477264258560538,0.16359955433059423,0.8748767894472228,0.2744637089889688,0.16172381835032437
P42336,PIK3CA,25,51,1,2.413,18.08,13.0,0,0,0.38462720087591734,0.3882144217607672,0.26314093890663104,0.7538461538461538,0.5296804043356473,0.6195141751356362,0.5266525405585575,0.6592794815256384,0.6592794815256384,0.6592794815256384,0.5845044903385628,0.36563173208538663,0.383717631034107,0.3722521464350546,0.31408826080242824,0.7094522090800123,0.7569966619447169,0.7252518514298061,0.6218114826270432,0.4907052149395228,0.4907531398081734,0.48586246842804315,0.42015303736087484,0.3944934640522875,0.3478004226251904,0.36734681177096035,0.31630609857978276,0.006153846153846154,0.006,0.006057142857142857,0.0031481481481481477,0.004888888888888889,0.004888888888888889,0.004888888888888889,0.002522167487684729,0.03880424419958677,0.03880424419958677,0.03880424419958677,0.02097468395517176,0.034246153846153836,0.026665538468934477,0.029721327533387538,0.015801351314600923,0.03588315137160889,0.03588315137160889,0.03588315137160889,0.019088517083839285,0.16173832758187262,0.8661111111111112,0.2715562481595306,0.16122448979591839
P48736,PIK3CG,25,93,0,2.45,18.76,17.0,0,0,0.367063370951923,0.8989828130982488,0.09942427892884553,0.9082352941176471,0.8329082737008433,0.8644636334384483,0.7659058579306257,0.8680675179653506,0.8680675179653506,0.8680675179653506,0.7726699649044514,0.009252481019398311,0.020169172932330826,0.012570656129334,0.006422595174888475,0.7286916276974698,0.8810303492517114,0.7922343572781937,0.6612311693415142,0.8088110151888016,0.8103711456714942,0.8005515276379017,0.6757575133361924,0.7965570714115607,0.804095304248555,0.7903199042767117,0.6634182571052136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028314126190287184,0.028314126190287184,0.028314126190287184,0.014570440987757435,0.027411764705882337,0.024659384566242143,0.025848151276600288,0.013461118681158053,0.02822158219833142,0.02822158219833142,0.02822158219833142,0.014701004804627327,0.4770359465096307,0.9846539425486793,0.6391330250823848,0.47179487179487173
P00749,PLAU,22,81,0,1.65,16.227272727272727,13.409090909090908,0,0,0.5277582497670593,0.10931488746891238,0.18198825732446078,0.8051948051948052,0.6465978895545459,0.7138907325413137,0.6103848503204069,0.7227591594851659,0.7227591594851659,0.7227591594851659,0.6236949058106009,0.6958799177258929,0.7304904138688968,0.7001272209127828,0.5578597209484457,0.7072435540895292,0.7456419290204118,0.7131142338997958,0.5654354785242034,0.6232065478703445,0.6255346972321626,0.6194471919461294,0.5237150945951338,0.5716843356162242,0.5159892545534962,0.532077741162107,0.4365752932376523,0.0,0.0,0.0,0.0,0.009864121087031304,0.009864121087031304,0.009864121087031304,0.005070114161023252,0.17478483418885896,0.17478483418885896,0.17478483418885896,0.09682351072717736,0.06314185814185815,0.052713760504201644,0.056955068077871956,0.030254166252736,0.06346385711381836,0.06346385711381836,0.06346385711381836,0.033736108318819354,0.3259743620768466,0.9720779220779221,0.4867602889565524,0.3246753246753247
Q07869,PPARA,22,52,0,1.59,24.227272727272727,21.40909090909091,0,3,0.5360259911124376,0.3699569509132985,0.13406668017965073,0.855470287288469,0.7480868452568973,0.7922493072770938,0.6783902163137544,0.8160696243191367,0.8160696243191367,0.8160696243191367,0.725920728916894,0.48551333637517047,0.8576470600085419,0.6153741915887845,0.47089045961437004,0.5190538699157039,0.9485561509176326,0.6641681840447486,0.5044309931549037,0.7214036071088182,0.7207377747599533,0.7115064098574524,0.5859192632028585,0.7631882427336971,0.776959392336457,0.7604994507028852,0.6336756241226744,0.004329004329004329,0.0032467532467532465,0.0037105751391465673,0.0018939393939393938,0.008255709807433946,0.008255709807433946,0.008255709807433946,0.004204430793631067,0.2537743040966208,0.2537743040966208,0.2537743040966208,0.14822643416504333,0.09642857142857143,0.08537134760017487,0.08974834095320255,0.04794695580812997,0.09424041860951392,0.09424041860951392,0.09424041860951392,0.05049528593412254,0.4610985760172243,0.9793213441126326,0.6234024664327321,0.45891608391608385
Q03181,PPARD,25,53,0,1.95,25.4,25.0,0,20,0.6889702611726092,0.44083069156421395,0.12972001926414978,0.8655999999999999,0.8512782373825855,0.8572509659678229,0.8264349818113793,0.8530208883243209,0.8530208883243209,0.8530208883243209,0.8194555644173979,0.424769308435786,0.6924136456136455,0.525439520775527,0.4148399745868652,0.5992758329264027,0.9615731897731896,0.7359409373148952,0.5852425241076791,0.7358799807358501,0.7389089769239997,0.7353280691832138,0.6879741963825018,0.6177364458407937,0.47428166197731414,0.5356132514530456,0.46413893562289615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32910992128474964,0.32910992128474964,0.32910992128474964,0.19931070582931296,0.10631999999999996,0.10465212106937044,0.10533619964526411,0.05663116176818895,0.10547214375488054,0.10547214375488054,0.10547214375488054,0.05673073431577551,0.42147905708162875,0.9926984126984126,0.5909950812240429,0.42
P37231,PPARG,26,283,0,1.7,19.807692307692307,11.26923076923077,0,0,0.519724225405793,0.17606284736747224,0.223734530335633,0.6793930428545814,0.3670417507810081,0.4699677187902217,0.323640624518551,0.5805138751443254,0.5805138751443254,0.5805138751443255,0.4378825668037324,0.5033301954871091,0.8466362942420906,0.6170910381047728,0.47803089106364727,0.5940275379557066,0.9217494164140364,0.6944931988525217,0.5453510277459209,0.45565851251894834,0.4589617380706409,0.44848749694753975,0.33239217626525763,0.03388637506284565,0.0198403720462544,0.024311265657419503,0.01307760866584396,0.006163708086785009,0.0033444816053511705,0.004334554334554334,0.0022301228183581124,0.005016722408026756,0.005016722408026756,0.005016722408026756,0.002564102564102564,0.2119187005060453,0.2119187005060453,0.2119187005060453,0.12202001491431183,0.08455881298188987,0.04795412399375454,0.06003929723619158,0.031890758900340696,0.0815393650760454,0.0815393650760454,0.0815393650760454,0.04361088541604208,0.22177785446079337,0.9471100038506097,0.3569483255241152,0.22003577817531308
P18031,PTPN1,26,236,0,1.59,9.73076923076923,0.0,26,0,0.3815816594488747,-0.1478937728937729,-0.07310867930427647,0.0,0.0,0.0,0.0,0.15079365079365079,0.15079365079365079,0.1507936507936508,0.10859265169219919,0.1478937728937729,0.11645126128931797,0.12795515118095763,0.11137941006362059,0.1847069597069597,0.14433587667393336,0.15937797672143023,0.1346208744815556,0.07310867930427647,0.07391010965530197,0.07283660799604329,0.05793532086475799,0.04487179487179487,0.03486279802069276,0.038576007326007335,0.03036437246963563,nan,nan,nan,nan,0.003947368421052632,0.003947368421052632,0.003947368421052632,0.002025694333386641,0.04294569016228934,0.04294569016228934,0.04294569016228936,0.023160369117429285,nan,nan,nan,nan,0.04182493732088873,0.04182493732088873,0.04182493732088873,0.022535230599106445,0.056833475539476805,0.7453336249894954,0.10470875168409127,0.05635062611806797
